ClassID,Paths_from_root,Name,Excluded?,EDAM_synonyms,EDAM_synonyms_exact,EDAM_synonyms_broad,EDAM_synonyms_narrow,EDAM_synonyms_related,curated_synonyms_full,curated_acronyms,curated_synonyms_partial,change_log,,,,,,
http://edamontology.org/topic______Deconvolution_widefield_microscopy,"Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy : Widefield fluorescence microscopy
 Topic : Imaging : Microscopy : Light microscopy : Array-based detection microscopy : Widefield fluorescence microscopy",Deconvolution widefield microscopy,,,,,,,Deconvolution wide-field microscopy ,,Deconvolution widefield,alt spelling,,,,,,
http://edamontology.org/topic______Image_Scanning_Microscopy,"Topic : Imaging : Microscopy : Light microscopy : Point-scanning microscopy
 Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy
 Topic : Imaging : Microscopy : Light microscopy : Array-based detection microscopy",Image scanning microscopy,,ISM (*),ISM (*),,,,,ISM,Image scanning,,,,,,,
http://edamontology.org/topic______Airyscan,"Topic : Imaging : Microscopy : Light microscopy : Point-scanning microscopy : Image scanning microscopy
 Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy : Image scanning microscopy
 Topic : Imaging : Microscopy : Light microscopy : Array-based detection microscopy : Image scanning microscopy",Airyscan,,,,,,,,,,,,,,,,
http://edamontology.org/topic______Re-scan_confocal_microscopy,"Topic : Imaging : Microscopy : Light microscopy : Point-scanning microscopy : Image scanning microscopy
 Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy : Image scanning microscopy
 Topic : Imaging : Microscopy : Light microscopy : Array-based detection microscopy : Image scanning microscopy",Re-scan confocal microscopy,,"RCM (*)
 Re-Scan
 Rescan","RCM (*)
 Rescan",,,Re-Scan,"Re-Scan
 Rescan",RCM,Re-scan confocal,,,,,,,
http://edamontology.org/topic__R8Ss4wIFt90wZ1yjFLfXyPM,"Topic : Imaging : Multimodal imaging
 Topic : Imaging : Microscopy : Electron microscopy
 Topic : Imaging : Microscopy : Light microscopy",Correlative light and electron microscopy,,"CLEM (*)
 Correlative light-electron microscopy
 ILEM (*)
 Integrated light and electron microscopy
 Integrated light-electron microscopy","CLEM (*)
 Correlative light-electron microscopy",,"ILEM (*)
 Integrated light and electron microscopy
 Integrated light-electron microscopy",,"Correlative light-electron microscopy
 Integrated light and electron microscopy
 Integrated light-electron microscopy","CLEM
 ILEM","Correlative light-electron
 Integrated light and electron microscopy
 Integrated light-electron",,,,,,,
http://edamontology.org/topic_Fluorescent_microscopy,Topic : Imaging : Microscopy : Light microscopy,Fluorescence microscopy,,,,,,,,,,,,,,,,
http://edamontology.org/topic___Fluorescence_lifetime_imaging,Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy,Fluorescence lifetime imaging microscopy,,FLIM (*),FLIM (*),,,,Fluorescence life-time imaging microscopy        ,FLIM,"Fluorescence lifetime
Fluorescence life-time",alt spelling,,,,,,
http://edamontology.org/topic___Image_correlation_spectroscopy,Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy,Image correlation spectroscopy,,"ICS (*)
 PICS (*)
 Particle Image Correlation Spectroscopy
 RICS (*)
 Raster Image Correlation Spectroscopy",ICS (*),,,"PICS (*)
 Particle Image Correlation Spectroscopy
 RICS (*)
 Raster Image Correlation Spectroscopy","Particle Image Correlation Spectroscopy
 Raster Image Correlation Spectroscopy","ICS
 PICS
 RICS",correlation spectroscopy,,,,,,,
http://edamontology.org/topic___Fluorescence_correlative_spectroscopy,"Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy
 Topic : Imaging : Spectroscopy",Fluorescence correlation spectroscopy,,"FCCS (*)
 FCS (*)
 FLCS (*)
 Fluorescence Lifetime Correlation Microscopy
 Fluorescence cross-correlation spectroscopy",FCS (*),,,"FCCS (*)
 FLCS (*)
 Fluorescence Lifetime Correlation Microscopy
 Fluorescence cross-correlation spectroscopy","Fluorescence Lifetime Correlation Microscopy
 Fluorescence cross-correlation spectroscopy","FCCS
 FCS
 FLCS","Fluorescence Lifetime Correlation
 Fluorescence cross-correlation spectroscopy",,,,,,,
http://edamontology.org/topic___Fluctuation_based_microscopy,Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy,Fluctuation based microscopy,,"Photobleaching microscopy with non-linear processing
 PiMP (*)
 SOFI (*)
 SRRF (*)
 Super resolution optical fluctuation imaging
 Super resolution radial fluctuations",,,"Photobleaching microscopy with non-linear processing
 PiMP (*)
 SOFI (*)
 SRRF (*)
 Super resolution optical fluctuation imaging
 Super resolution radial fluctuations",,"Photobleaching microscopy with non-linear processing
 Super resolution optical fluctuation imaging
 Super resolution radial fluctuations
Fluctuation-based microscopy","PiMP
 SOFI
 SRRF","Fluctuation based
 Super resolution optical fluctuation
 Super resolution radial fluctuations
Fluctuation-based",alt spelling,,,,,,
http://edamontology.org/topic______Ratiometric_imaging,Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy,Ratiometric imaging,,,,,,,,,Ratiometric,,,,,,,
http://edamontology.org/topic_Super-resolution_microscopy,Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy,Super-resolution microscopy,,"High resolution microscopy
 Nanoscopy
 SR microscopy
 SRM (*)","SR microscopy
 SRM (*)",,"High resolution microscopy
 Nanoscopy",,"High resolution microscopy
 Nanoscopy
 SR microscopy
Super resolution microscopy",SRM,"Super-resolution
Super resolution 
","remove High resolution

alt spelling",,,,,,
http://edamontology.org/topic__RC91JqkkQnsmvg8zuG6Td7q,Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy : Super-resolution microscopy,Structured illumination microscopy,,"Instant linear structured Illumination Microscopy
 MSIM (*)
 Multifocal Structured Illumination Microscopy
 SIM (*)
 SSIM (*)
 Saturated structured illumination microscopy
 iSIM (*)",SIM (*),,,"Instant linear structured Illumination Microscopy
 MSIM (*)
 Multifocal Structured Illumination Microscopy
 SSIM (*)
 Saturated structured illumination microscopy
 iSIM (*)","Instant linear structured Illumination Microscopy
 Multifocal Structured Illumination Microscopy
 Saturated structured illumination microscopy","MSIM
 SIM
 SSIM
 iSIM","Multifocal Structured Illumination
 Saturated structured illumination
 Structured illumination",,,,,,,
http://edamontology.org/topic__RMCSMqSNvOTurvW2FV8tjN,Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy : Super-resolution microscopy,Stimulated emission depletion microscopy,,"MinFlux (*)
 RESOLFT (*)
 Reversible saturable optical linear fluorescence transitions microscopy
 STED (*)
 STED-4Pi (*)
 gated-STED",STED (*),STED-4Pi (*),"MinFlux (*)
 RESOLFT (*)
 Reversible saturable optical linear fluorescence transitions microscopy
 gated-STED",,"Reversible saturable optical linear fluorescence transitions microscopy
 gated-STED","MinFlux
 RESOLFT
 STED
 STED-4Pi","Reversible saturable optical linear fluorescence transitions
 Stimulated emission depletion",,,,,,,
http://edamontology.org/topic__R8oQpUEjKZjNQCTB4x3JQuJ,Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy : Super-resolution microscopy,Single molecule localisation microscopy,,"Direct stochastic optical reconstruction microscopy (*)
 Fluorescence photoactivation localisation microscopy (*)
 GSDIM (*)
 Ground state depletion individual molecule return (*)
 PALM (*)
 Photoactivated localisation microscopy (*)
 SMLM (*)
 STORM (*)
 Single molecule localization microscopy (*)
 Stochastic optical reconstruction microscopy (*)
 dSTORM (*)
 fPALM (*)","SMLM (*)
 Single molecule localization microscopy (*)",,"Direct stochastic optical reconstruction microscopy (*)
 Fluorescence photoactivation localisation microscopy (*)
 GSDIM (*)
 Ground state depletion individual molecule return (*)
 PALM (*)
 Photoactivated localisation microscopy (*)
 STORM (*)
 Stochastic optical reconstruction microscopy (*)
 dSTORM (*)
 fPALM (*)",,"Single-molecule localisation microscopy
Single-molecule localization microscopy
Single molecule localization microscopy",SMLM,,"add SMLM

alt spelling",,,,,,
http://edamontology.org/topic__Rn8MnorStmqIkNlAVZWBc0,"Topic : Imaging : Microscopy : Light microscopy : Point-scanning microscopy : Confocal microscopy
 Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy",Confocal fluorescence microscopy,,"LSM (*)
 Laser scanning microscopy
 Nipkow disk microscopy
 SDCM (*)
 Spinning disk confocal microscopy",,,"LSM (*)
 Laser scanning microscopy
 Nipkow disk microscopy
 SDCM (*)
 Spinning disk confocal microscopy",,"Laser scanning microscopy
 Nipkow disk microscopy
 Spinning disk confocal microscopy","LSM
 SDCM","Confocal fluorescence
 Laser scanning
 Nipkow disk
 Spinning disk confocal",,,,,,,
http://edamontology.org/topic______Fluorescence,Topic : Imaging : Microscopy : Light microscopy : Fluorescence microscopy,Fluorescence,,,,,,,,,,,,,,,,
http://edamontology.org/topic__R7Vn7GbwtqVvGWNAMGdcNW1,Topic : Imaging : Microscopy : Light microscopy,Point-scanning microscopy,,"4Pi microscopy
 CLEM (*)
 Controlled light exposure microscopy
 Laser scanning microscopy
 Scanning probe microscopy",,,"Laser scanning microscopy
 Scanning probe microscopy","4Pi microscopy
 CLEM (*)
 Controlled light exposure microscopy","4Pi microscopy
 Controlled light exposure microscopy
 Laser scanning microscopy
 Scanning probe microscopy
Point scanning microscopy
Laser-scanning microscopy
Controled light exposure microscopy",,"4Pi
 Controlled light exposure
 Laser scanning
 Point-scanning","remove CLEM

alt spelling",,,,,,
http://edamontology.org/topic_____Near-field_scanning_optical_microscopy,Topic : Imaging : Microscopy : Light microscopy : Point-scanning microscopy,Near-field scanning optical microscopy,,"NSOM (*)
 SNOM (*)
 Scanning near-field optical microscopy
 Scattering-type scanning near-field optical microscopy","NSOM (*)
 SNOM (*)
 Scanning near-field optical microscopy",,Scattering-type scanning near-field optical microscopy,,"Scanning near-field optical microscopy
 Scattering-type scanning near-field optical microscopy","NSOM
 SNOM","Near-field scanning
 Scanning near-field
 Scattering-type scanning",,,,,,,
http://edamontology.org/topic__R9Cmje2ZUXyDW6aQAvFhwSM,Topic : Imaging : Microscopy : Light microscopy : Point-scanning microscopy,Confocal microscopy,,"CLSM (*)
 Confocal laser scanning microscopy
 LSCM (*)
 Laser scanning confocal microscopy
 Optical sectioning","CLSM (*)
 Confocal laser scanning microscopy
 LSCM (*)
 Laser scanning confocal microscopy",,,,"Confocal laser scanning microscopy
 Laser scanning confocal microscopy
 Optical sectioning
Laser-scanning confocal microscopy","CLSM
 LSCM","Confocal
 Confocal laser scanning",alt spelling,,,,,,
http://edamontology.org/topic_____Interferometric_microscopy,Topic : Imaging : Microscopy : Light microscopy,Interferometric microscopy,,Interference reflection microscopy,,,Interference reflection microscopy,,Interference reflection microscopy,,"Interference reflection
 Interferometric",,,,,,,
http://edamontology.org/topic_____Light_field_microscopy,Topic : Imaging : Microscopy : Light microscopy,Light field microscopy,,,,,,,Light-field microscopy,,"Light field
Light-field",alt spelling,,,,,,
http://edamontology.org/topic______Self-adjusting_microscopy,Topic : Imaging : Microscopy,Adaptive microscopy,,"Adaptive optics
 Intelligent microscopy
 Smart microscopy",,,"Intelligent microscopy
 Smart microscopy",,"Adaptive optics
 Intelligent microscopy
 Smart microscopy",,,,,,,,,
http://edamontology.org/topic_0611,Topic : Imaging : Microscopy,Electron microscopy,,"EM (*)
 Electron microscope",EM (*),,,,Electron microscope,EM,,,,,,,,
http://edamontology.org/topic______Cryo_electron_microscopy,Topic : Imaging : Microscopy : Electron microscopy,Cryo electron microscopy,,,,,,,Cryo-electron microscopy,,"Cryo electron
 cryo-EM
Cryogenic electron microscopy ","add cryo-EM

alt spelling",,,,,,
http://edamontology.org/topic__RBNfUSYBOKUapWrsyPMMTkw,"Topic : Imaging : Microscopy : Electron microscopy : Cryo electron microscopy
 Topic : Imaging : Microscopy : Electron microscopy : Scanning electron microscopy",Scanning electron cryomicroscopy,,"Cryo-scanning electron microscopy
 CryoSEM (*)
 Cryogenic scanning electron microscopy","Cryo-scanning electron microscopy
 CryoSEM (*)
 Cryogenic scanning electron microscopy",,,,"Cryo-scanning electron microscopy
 Cryogenic scanning electron microscopy
Cryo scanning electron microscopy
",CryoSEM,"Cryo-scanning electron
 Cryogenic scanning electron
 cryomicroscopy
Cryo scanning electron",alt spelling,,,,,,
http://edamontology.org/topic__RDCjx86atJP685sX1zrE2ia,"Topic : Imaging : Microscopy : Electron microscopy : Cryo electron microscopy
 Topic : Imaging : Microscopy : Electron microscopy : Transmission electron microscopy : Electron tomography",Electron cryotomography,,"CET (*)
 Cryo-electron tomography
 Cryo-transmission electron microscopy
 CryoET (*)
 CryoTEM (*)
 Cryogenic transmission electron microscopy","Cryo-electron tomography
 CryoET (*)","Cryo-transmission electron microscopy
 CryoTEM (*)
 Cryogenic transmission electron microscopy",CET (*),,"Cryo-electron tomography
 Cryo-transmission electron microscopy
 Cryogenic transmission electron microscopy
Cryo electron tomography
 Cryo transmission electron microscopy","CET
 CryoET
 CryoTEM","Cryo-electron tomography
 Cryo-transmission electron
 Cryogenic transmission electron
 cryotomography",alt spelling,,,,,,
http://edamontology.org/topic______Sample_thinning,Topic : Imaging : Microscopy : Electron microscopy,Sample thinning,,,,,,,,,Sample thinning,,,,,,,
http://edamontology.org/topic______Ablation,Topic : Imaging : Microscopy : Electron microscopy : Sample thinning,Ablation,,"FIB (*)
 Focused ion beam",,,"FIB (*)
 Focused ion beam",,Focused ion beam,FIB,Ablation,,,,,,,
http://edamontology.org/topic______Microtomy,Topic : Imaging : Microscopy : Electron microscopy : Sample thinning,Microtomy,,"Cryo-microtomy
 Cryo-ultramicrotomy
 Oscilating knife
 Ultra-microtomy
 Vibrate",,,"Cryo-microtomy
 Cryo-ultramicrotomy
 Oscilating knife
 Ultra-microtomy
 Vibrate",,"Cryo-microtomy
 Cryo-ultramicrotomy
 Oscilating knife
 Ultra-microtomy
 Vibrate
Cryo microtomy
Cryo ultramicrotomy
Ultramicrotomy
",,Microtomy,alt spelling,,,,,,
http://edamontology.org/topic______Blotting,Topic : Imaging : Microscopy : Electron microscopy : Sample thinning,Blotting,,,,,,,,,Blotting,,,,,,,
http://edamontology.org/topic__R7LElbFkBgKS401YKsVtNck,Topic : Imaging : Microscopy : Electron microscopy,Transmission electron microscopy,,"TEM (*)
 Transmission electron microscope",TEM (*),,,,Transmission electron microscope,TEM,Transmission electron,,,,,,,
http://edamontology.org/topic______Single_Particle_Cryo-Electron_microscopy,Topic : Imaging : Microscopy : Electron microscopy : Transmission electron microscopy,Single particle cryo-electron microscopy,,"SPA (*)
 Single particle analysis",,,"SPA (*)
 Single particle analysis",,,SPA,Single particle cryo-electron,remove Single particle analysis,,,,,,
http://edamontology.org/topic__RXLeVr0cHSXzTSRyO5zwZD,Topic : Imaging : Microscopy : Electron microscopy : Transmission electron microscopy,Scanning transmission electron microscopy,,STEM (*),STEM (*),,,,,STEM,Scanning transmission,,,,,,,
http://edamontology.org/topic__R9O3HmIAjoN5IqXXXRukzzr,Topic : Imaging : Microscopy : Electron microscopy : Transmission electron microscopy,Electron tomography,,Electron Microscopy Array Tomography,,,,Electron Microscopy Array Tomography,Electron Microscopy Array Tomography,,Array Tomography,,,,,,,
http://edamontology.org/topic__RBZsLMTdyuEDtVe2fge61l0,Topic : Imaging : Microscopy : Electron microscopy,Scanning electron microscopy,,"SEM (*)
 Scanning electron microscope",SEM (*),,,,Scanning electron microscope,SEM,Scanning electron,,,,,,,
http://edamontology.org/topic__RByvmgDpAo4FOrMdvTm1gwR,Topic : Imaging : Microscopy : Electron microscopy : Scanning electron microscopy,Serial block-face scanning electron microscopy,,"3View® (*)
 SBEM (*)
 SBF SEM (*)
 SBFSEM (*)","SBEM (*)
 SBF SEM (*)
 SBFSEM (*)",,3View® (*),,,,block-face scanning,,,,,,,
http://edamontology.org/topic__R9zg34pnGmTyzPidJj9vfJt,Topic : Imaging : Microscopy : Electron microscopy : Scanning electron microscopy,Focused ion beam scanning electron microscopy,,"FIB-SEM (*)
 FIBSEM (*)","FIB-SEM (*)
 FIBSEM (*)",,,,,"FIB-SEM
 FIBSEM",,,,,,,,
http://edamontology.org/topic_____X-ray_microscopy,"Topic : Imaging : X-ray imaging
 Topic : Imaging : Microscopy",X-ray microscopy,,X-ray microscope,,,,,"X-ray microscope
X ray microscopy
X ray microscope",,,alt spelling,,,,,,
http://edamontology.org/topic______Computed_microtomography,"Topic : Imaging : Tomography : Computed tomography
 Topic : Imaging : X-ray imaging : X-ray microscopy
 Topic : Imaging : Microscopy : X-ray microscopy",X-ray microtomography,,"Computed microtomography
 High-resolution micro-CT
 Micro computed tomography
 Micro-computed tomography
 micro CT
 micro-CT
 µCT (*)","Computed microtomography
 High-resolution micro-CT
 Micro computed tomography
 Micro-computed tomography
 micro CT
 micro-CT
 µCT (*)",,,,"Computed microtomography
 High-resolution micro-CT
 Micro computed tomography
 Micro-computed tomography
 micro CT
 micro-CT
High resolution micro-CT
X ray microtomography",µCT,"Micro computed
 Micro-computed
 micro-CT
 microtomography",alt spelling,,,,,,
http://edamontology.org/topic__RBfI2XgIsxcfKonPPluKAhK,Topic : Imaging,Spectroscopy,,Spectrometry,,,Spectrometry,,Spectrometry,,,,,,,,,
http://edamontology.org/topic_____Mass_spectrometry_imaging,Topic : Imaging : Spectroscopy,Mass spectrometry imaging,,"MALDI imaging
 MALDI imaging mass spectrometry
 MALDI-IMS (*)
 MSI (*)
 Matrix-assisted laser desorption ionization imaging",MSI (*),,,"MALDI imaging
 MALDI imaging mass spectrometry
 MALDI-IMS (*)
 Matrix-assisted laser desorption ionization imaging","MALDI imaging
 MALDI imaging mass spectrometry
 Matrix-assisted laser desorption ionization imaging","MALDI
 MALDI-IMS
 MSI","Mass spectrometry
 Matrix-assisted laser desorption ionization
 imaging mass spectrometry",,,,,,,
http://edamontology.org/topic_____Raman_imaging,Topic : Imaging : Spectroscopy,Raman imaging,,"CARS (*)
 Coherent anti-Stokes Raman scattering microscopy",,,,"CARS (*)
 Coherent anti-Stokes Raman scattering microscopy",Coherent anti-Stokes Raman scattering microscopy,CARS,"Coherent anti-Stokes
 Raman",,,,,,,
http://edamontology.org/topic_0593,Topic : Imaging : Spectroscopy,Nuclear magnetic resonance spectroscopy,,"MRS (*)
 Magnetic resonance spectroscopy
 NMR (*)",NMR (*),,"MRS (*)
 Magnetic resonance spectroscopy",,Magnetic resonance spectroscopy,"MRS
 NMR","Magnetic resonance spectroscopy
 Nuclear magnetic resonance",,,,,,,
http://edamontology.org/topic______Fourier-transform_infrared_spectroscopy,Topic : Imaging : Spectroscopy,Fourier-transform infrared spectroscopy,,FTIR (*),FTIR (*),,,,,FTIR,,remove Fourier,,,,,,
http://edamontology.org/topic__RL4rPCXlIu9uzNrGcbcSNp,Topic : Imaging,Live sample imaging,x,Dynamic imaging,,Dynamic imaging,,,Dynamic imaging,,Live sample,add to excluded list,,,,,,
http://edamontology.org/topic__R8XUtD89JCyeUaaVebe9Mkw,Topic : Imaging : Live sample imaging,In-vivo imaging,x,,,,,,,,In-vivo,add to excluded list,,,,,,
http://edamontology.org/topic_____Intravital_imaging,Topic : Imaging : Live sample imaging : In-vivo imaging,Intravital imaging,x,,,,,,,,Intravital,add to excluded list,,,,,,
http://edamontology.org/topic__R7WRbf9Y8ySw9QWPwAjzcUa,Topic : Imaging : Live sample imaging,In-vitro imaging,x,,,,,,,,In-vitro,add to excluded list,,,,,,
http://edamontology.org/topic__RB4unXFUWvdBe91ihVAA9rR,Topic : Imaging : Live sample imaging,Ex-vivo imaging,x,,,,,,,,Ex-vivo,add to excluded list,,,,,,
http://edamontology.org/topic______X_ray_imaging,Topic : Imaging,X-ray imaging,,,,,,,X ray imaging,,"X-ray
X ray",alt spelling,,,,,,
http://edamontology.org/topic_____Soft_x-ray_tomography,"Topic : Imaging : X-ray imaging
 Topic : Imaging : Tomography",Soft X-ray tomography,,"Cryo-SXT (*)
 Cryo-soft X-ray tomography
 SXT (*)
 Synchrotron X-ray tomographic microscopy
 Synchrotron X-ray tomography
 cSXT (*)",SXT (*),,"Cryo-SXT (*)
 Cryo-soft X-ray tomography
 Synchrotron X-ray tomographic microscopy
 Synchrotron X-ray tomography
 cSXT (*)",,"Cryo-soft X-ray tomography
 Synchrotron X-ray tomographic microscopy
 Synchrotron X-ray tomography
Cryo-soft X ray tomography
Synchrotron X ray tomographic microscopy
Synchrotron X ray tomography
Soft X ray tomography","Cryo-SXT
 SXT
 cSXT","Cryo-soft X-ray
 Synchrotron X-ray
 X-ray tomography",alt spelling,,,,,,
http://edamontology.org/topic______Phase_Contrast_X-Ray_Imaging,Topic : Imaging : X-ray imaging,Phase-contrast X-ray imaging,,PCI (*),PCI (*),,,,"Phase contrast X-ray imaging
Phase contrast X ray imaging",PCI,"Phase-contrast X-ray
Phase contrast X-ray
Phase contrast X ray",alt spelling,,,,,,
http://edamontology.org/topic_3452,Topic : Imaging,Tomography,,,,,,,,,,,,,,,,
http://edamontology.org/topic______Optical_Projection_Tomography,Topic : Imaging : Tomography,Optical projection tomography,,"OPT (*)
 Optical computed tomography
 Optical emission computed tomography
 Optical tomography
 optical-CT
 optical-ECT","OPT (*)
 Optical tomography",,"Optical computed tomography
 Optical emission computed tomography
 Optical tomography
 optical-CT
 optical-ECT",,"Optical computed tomography
 Optical emission computed tomography
 Optical tomography
 optical-CT
 optical-ECT",OPT,"Optical emission
 Optical projection",,,,,,,
http://edamontology.org/topic__R9WwNqEL8rvkyBPk7GkDTYh,Topic : Imaging : Tomography,Photoacoustic tomography,,"PAT (*)
 Photoacoustic imaging",PAT (*),Photoacoustic imaging,,,Photoacoustic imaging,PAT,Photoacoustic,,,,,,,
http://edamontology.org/topic__RDos3h5yRfjhLUcOImDOFgB,"Topic : Imaging : Tomography
 Topic : Imaging : Medical imaging",Positron emission tomography,,"Computerized tomography
 PET (*)
 microPET (*)",,,"PET (*)
 microPET (*)",,"Computerized tomography
Positron-emission tomography","PET
 microPET",Positron emission,alt spelling,,,,,,
http://edamontology.org/topic_____Micro-optical_sectioning_tomography,Topic : Imaging : Tomography,Optical sectioning tomography,,"2P-MOST (*)
 Holography
 MOST (*)
 Micro-optical sectioning tomography
 Structured illumination
 Two-photon micro-optical sectioning microscopy",,,"2P-MOST (*)
 MOST (*)
 Micro-optical sectioning tomography
 Two-photon micro-optical sectioning microscopy",,"Holography
 Micro-optical sectioning tomography
 Two-photon micro-optical sectioning microscopy","2P-MOST
 MOST","Micro-optical sectioning
 Optical sectioning
 Two-photon micro-optical sectioning",remove Structured illumination,,,,,,
http://edamontology.org/topic__RxfmHE99gOkUOOML5krfsJ,Topic : Imaging : Tomography,Computed tomography,,"CAT scan
 CT (*)
 CT scan
 Computerised axial tomography
 HRCT (*)
 High-resolution CT
 High-resolution X-ray tomography
 High-resolution micro-CT
 X-ray computed tomography
 X-ray tomography","CAT scan
 CT (*)
 CT scan
 Computerised axial tomography",,"HRCT (*)
 High-resolution CT
 High-resolution micro-CT
 X-ray computed tomography","High-resolution X-ray tomography
 X-ray tomography","CAT scan
 CT scan
 Computerised axial tomography
 High-resolution CT
 High-resolution X-ray tomography
 High-resolution micro-CT
 X-ray computed tomography
 X-ray tomography
High resolution CT
 High resolution X-ray tomography
 High resolution micro-CT
 X ray computed tomography
 X ray tomography","CT
 HRCT","High-res CT
 High-res X-ray tomography
 micro-CT
High res CT
 High res X-ray tomography
",alt spelling,,,,,,
http://edamontology.org/topic______Optical_Coherence_Tomography,Topic : Imaging : Tomography,Optical coherence tomography,,OCT (*),OCT (*),,,,,,Optical coherence,,,,,,,
http://edamontology.org/topic_____Array_tomography,Topic : Imaging : Tomography,Array tomography,,,,,,,,,,,,,,,,
http://edamontology.org/topic__RBkRgSi7js0c70kjiPgYTgR,Topic : Imaging : Tomography,Single-photon emission computed tomography,,SPECT (*),,,,SPECT (*),Single photon emission computed tomography,SPECT,"Single-photon emission
Single photon emission",alt spelling,,,,,,
http://edamontology.org/topic__RBNoPZIOvBhdWGe8mFNpoWQ,Topic : Imaging,Fixed sample imaging,x,,,,,,,,Fixed sample,add to excluded list,,,,,,
http://edamontology.org/topic______Medical_imaging,Topic : Imaging,Medical imaging,,,,,,,,,,remove medical,,,,,,
http://edamontology.org/topic______Molecular_Imaging,Topic : Imaging : Medical imaging,Molecular imaging,,,,,,,,,,remove molecular,,,,,,
http://edamontology.org/topic______Imaging_flow_cytometry,Topic : Imaging,Imaging flow cytometry,,IFC (*),IFC (*),,,,,IFC,flow cytometry,,,,,,,
http://edamontology.org/topic____Multimodal_imaging,Topic : Imaging,Multimodal imaging,,"Correlative imaging
 Hybrid imaging
 Multisensor imaging",Multisensor imaging,,"Correlative imaging
 Hybrid imaging",,"Correlative imaging
 Hybrid imaging
 Multisensor imaging
Multi-modal imaging
 Multi-sensor imaging",,"Multimodal
Multi-modal",alt spelling,,,,,,
http://edamontology.org/topic__RBHw300pzIYcttGsAmIZvk5,Topic : Imaging,Ultrasonography,,"Medical ultrasound
 Ultrasound imaging
 diagnostic sonography
 microUS (*)","Medical ultrasound
 diagnostic sonography",,"Ultrasound imaging
 microUS (*)",,"Medical ultrasound
 Ultrasound imaging
 diagnostic sonography",microUS,,,,,,,,
http://edamontology.org/topic__RDvZSyRAcr8fonKvKdVoXw2,Topic : Imaging,Bioluminescence imaging,,BLI (*),BLI (*),,,,,BLI,Bioluminescence,,,,,,,
http://edamontology.org/topic_3444,Topic : Imaging,Magnetic resonance imaging,,MRI (*),MRI (*),,,,,MRI,Magnetic resonance,add MRI,,,,,,